image,text
./data/synthetic/synthetic_data_b/StanfordCars_Syn/597.jpeg,a photo of a traffic light.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/598.jpeg,a photo of a jackfruit.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/599.jpeg,a photo of a spider web.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/600.jpeg,a photo of a earth star fungus.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/601.jpeg,a photo of a upright piano.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/602.jpeg,a photo of a Carolina anole.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/603.jpeg,a photo of a traffic light.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/604.jpeg,a photo of a gorilla.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/605.jpeg,a photo of a Brittany dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/606.jpeg,a photo of a palace.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/607.jpeg,a photo of a Leonberger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/608.jpeg,a photo of a obelisk.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/609.jpeg,a photo of a koala.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/610.jpeg,a photo of a badger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/611.jpeg,a photo of a slide rule.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/612.jpeg,a photo of a go-kart.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/613.jpeg,a photo of a window shade.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/614.jpeg,a photo of a military aircraft.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/615.jpeg,a photo of a balance beam.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/616.jpeg,a photo of a bolete.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/617.jpeg,a photo of a magnetic compass.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/618.jpeg,a photo of a eraser.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/619.jpeg,a photo of a toy terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/620.jpeg,a photo of a mushroom.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/621.jpeg,a photo of a fig.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/622.jpeg,a photo of a Boxer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/623.jpeg,a photo of a velvet fabric.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/624.jpeg,a photo of a Treeing Walker Coonhound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/625.jpeg,a photo of a toilet paper.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/626.jpeg,a photo of a stage.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/627.jpeg,a photo of a stretcher.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/628.jpeg,a photo of a Bedlington Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/629.jpeg,a photo of a whistle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/630.jpeg,a photo of a barbell.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/631.jpeg,a photo of a fire salamander.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/632.jpeg,a photo of a Kerry Blue Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/633.jpeg,a photo of a radio.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/634.jpeg,a photo of a cardoon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/635.jpeg,a photo of a zebra.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/636.jpeg,a photo of a snorkel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/637.jpeg,a photo of a pineapple.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/638.jpeg,a photo of a baluster / handrail.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/639.jpeg,a photo of a through arch bridge.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/640.jpeg,a photo of a odometer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/641.jpeg,a photo of a vaulted or arched ceiling.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/642.jpeg,a photo of a racket.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/643.jpeg,a photo of a stretcher.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/644.jpeg,a photo of a pug.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/645.jpeg,a photo of a dingo.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/646.jpeg,a photo of a Bloodhound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/647.jpeg,a photo of a sock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/648.jpeg,a photo of a pier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/649.jpeg,a photo of a flatworm.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/650.jpeg,a photo of a silver salmon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/651.jpeg,a photo of a wallet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/652.jpeg,a photo of a green iguana.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/653.jpeg,a photo of a umbrella.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/654.jpeg,a photo of a cassette.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/655.jpeg,a photo of a Australian Kelpie.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/656.jpeg,a photo of a Lhasa Apso.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/657.jpeg,a photo of a sunglasses.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/658.jpeg,a photo of a spaghetti squash.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/659.jpeg,a photo of a cannon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/660.jpeg,a photo of a European polecat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/661.jpeg,a photo of a cricket insect.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/662.jpeg,a photo of a mop.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/663.jpeg,a photo of a motorboat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/664.jpeg,a photo of a wall clock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/665.jpeg,a photo of a Bouvier des Flandres dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/666.jpeg,a photo of a Komondor.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/667.jpeg,a photo of a great grey owl.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/668.jpeg,a photo of a moving van.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/669.jpeg,a photo of a Giant Schnauzer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/670.jpeg,a photo of a amphibious vehicle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/671.jpeg,a photo of a marmot.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/672.jpeg,a photo of a Egyptian Mau.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/673.jpeg,a photo of a velvet fabric.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/674.jpeg,a photo of a scorpion.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/675.jpeg,a photo of a horse chestnut seed.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/676.jpeg,a photo of a shopping cart.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/677.jpeg,a photo of a Egyptian Mau.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/678.jpeg,a photo of a black-footed ferret.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/679.jpeg,a photo of a minivan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/680.jpeg,a photo of a Crock Pot.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/681.jpeg,a photo of a analog clock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/682.jpeg,a photo of a padlock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/683.jpeg,a photo of a totem pole.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/684.jpeg,a photo of a envelope.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/685.jpeg,a photo of a common sorrel horse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/686.jpeg,a photo of a dough.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/687.jpeg,a photo of a spotted salamander.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/688.jpeg,a photo of a Dungeness crab.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/689.jpeg,a photo of a water bottle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/690.jpeg,a photo of a gyromitra.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/691.jpeg,a photo of a Standard Poodle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/692.jpeg,a photo of a Border Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/693.jpeg,a photo of a harp.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/694.jpeg,a photo of a daisy.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/695.jpeg,a photo of a red wolf or maned wolf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/696.jpeg,a photo of a green iguana.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/697.jpeg,a photo of a nematode.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/698.jpeg,a photo of a T-shirt.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/699.jpeg,a photo of a tandem bicycle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/700.jpeg,a photo of a gazelle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/701.jpeg,a photo of a hockey puck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/702.jpeg,a photo of a soccer ball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/703.jpeg,a photo of a red admiral butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/704.jpeg,a photo of a ring binder.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/705.jpeg,a photo of a laptop computer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/706.jpeg,a photo of a crutch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/707.jpeg,a photo of a Dungeness crab.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/708.jpeg,a photo of a sturgeon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/709.jpeg,a photo of a dust jacket.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/710.jpeg,a photo of a hand-held computer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/711.jpeg,a photo of a Dandie Dinmont Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/712.jpeg,a photo of a Chow Chow.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/713.jpeg,a photo of a Gila monster.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/714.jpeg,a photo of a drink pitcher.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/715.jpeg,a photo of a ring binder.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/716.jpeg,a photo of a goldfish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/717.jpeg,a photo of a dining table.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/718.jpeg,a photo of a mushroom.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/719.jpeg,a photo of a stone wall.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/720.jpeg,a photo of a face powder.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/721.jpeg,a photo of a park bench.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/722.jpeg,a photo of a pool table.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/723.jpeg,a photo of a meatloaf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/724.jpeg,a photo of a reflex camera.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/725.jpeg,a photo of a radio.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/726.jpeg,a photo of a oil filter.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/727.jpeg,a photo of a Australian Silky Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/728.jpeg,a photo of a baboon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/729.jpeg,a photo of a beer glass.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/730.jpeg,a photo of a scorpion.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/731.jpeg,a photo of a bubble.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/732.jpeg,a photo of a baby pacifier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/733.jpeg,a photo of a butternut squash.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/734.jpeg,a photo of a guinea pig.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/735.jpeg,a photo of a tights.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/736.jpeg,a photo of a red admiral butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/737.jpeg,a photo of a necklace.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/738.jpeg,a photo of a tray.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/739.jpeg,a photo of a white stork.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/740.jpeg,a photo of a soda bottle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/741.jpeg,a photo of a dust jacket.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/742.jpeg,a photo of a weevil.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/743.jpeg,a photo of a crate.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/744.jpeg,a photo of a cicada.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/745.jpeg,a photo of a obelisk.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/746.jpeg,a photo of a ballpoint pen.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/747.jpeg,a photo of a porcupine.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/748.jpeg,a photo of a trash can.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/749.jpeg,a photo of a photocopier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/750.jpeg,a photo of a ground beetle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/751.jpeg,a photo of a frying pan.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/752.jpeg,a photo of a flamingo.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/753.jpeg,a photo of a Miniature Schnauzer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/754.jpeg,a photo of a basketball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/755.jpeg,a photo of a baby pacifier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/756.jpeg,a photo of a meatloaf.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/757.jpeg,a photo of a giant panda.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/758.jpeg,a photo of a paddle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/759.jpeg,a photo of a rotisserie.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/760.jpeg,a photo of a guacamole.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/761.jpeg,a photo of a Weimaraner.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/762.jpeg,a photo of a slip-on shoe.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/763.jpeg,a photo of a grocery store.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/764.jpeg,a photo of a fly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/765.jpeg,a photo of a bakery.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/766.jpeg,a photo of a forklift.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/767.jpeg,a photo of a thatched roof.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/768.jpeg,a photo of a tench.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/769.jpeg,a photo of a grasshopper.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/770.jpeg,a photo of a cheetah.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/771.jpeg,a photo of a Brittany dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/772.jpeg,a photo of a beer bottle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/773.jpeg,a photo of a soap dispenser.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/774.jpeg,a photo of a harmonica.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/775.jpeg,a photo of a lawn mower.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/776.jpeg,a photo of a vespa.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/777.jpeg,a photo of a sea cucumber.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/778.jpeg,a photo of a carousel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/779.jpeg,a photo of a poke bonnet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/780.jpeg,a photo of a poke bonnet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/781.jpeg,a photo of a oxygen mask.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/782.jpeg,a photo of a Welsh Springer Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/783.jpeg,a photo of a crutch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/784.jpeg,a photo of a catamaran.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/785.jpeg,a photo of a space shuttle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/786.jpeg,a photo of a menu.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/787.jpeg,a photo of a bridegroom.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/788.jpeg,a photo of a spider web.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/789.jpeg,a photo of a radiator.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/790.jpeg,a photo of a Ibizan Hound.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/791.jpeg,a photo of a mousetrap.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/792.jpeg,a photo of a partridge.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/793.jpeg,a photo of a jaguar.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/794.jpeg,a photo of a desktop computer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/795.jpeg,a photo of a necklace.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/796.jpeg,a photo of a medicine cabinet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/797.jpeg,a photo of a sawmill.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/798.jpeg,a photo of a warthog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/799.jpeg,a photo of a jacamar.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/800.jpeg,a photo of a sunscreen.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/801.jpeg,a photo of a geyser.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/802.jpeg,a photo of a ruler measuring stick.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/803.jpeg,a photo of a Appenzeller Sennenhund.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/804.jpeg,a photo of a oscilloscope.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/805.jpeg,a photo of a leafhopper.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/806.jpeg,a photo of a Shetland Sheepdog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/807.jpeg,a photo of a stone wall.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/808.jpeg,a photo of a West Highland White Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/809.jpeg,a photo of a sea lion.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/810.jpeg,a photo of a fire salamander.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/811.jpeg,a photo of a chameleon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/812.jpeg,a photo of a Siberian Husky.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/813.jpeg,a photo of a cello.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/814.jpeg,a photo of a lifeboat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/815.jpeg,a photo of a tricycle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/816.jpeg,a photo of a sewing machine.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/817.jpeg,a photo of a European garden spider.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/818.jpeg,a photo of a high-speed train.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/819.jpeg,a photo of a barbershop.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/820.jpeg,a photo of a wine bottle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/821.jpeg,a photo of a matchstick.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/822.jpeg,a photo of a hair dryer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/823.jpeg,a photo of a Scottish Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/824.jpeg,a photo of a poncho.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/825.jpeg,a photo of a photocopier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/826.jpeg,a photo of a clownfish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/827.jpeg,a photo of a spiral or coil.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/828.jpeg,a photo of a analog clock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/829.jpeg,a photo of a Alaskan Malamute.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/830.jpeg,a photo of a Chihuahua.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/831.jpeg,a photo of a mountain bike.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/832.jpeg,a photo of a parking meter.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/833.jpeg,a photo of a electric ray.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/834.jpeg,a photo of a sailboat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/835.jpeg,a photo of a rugby ball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/836.jpeg,a photo of a upright piano.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/837.jpeg,a photo of a shoe store.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/838.jpeg,a photo of a Windsor tie.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/839.jpeg,a photo of a brain coral.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/840.jpeg,a photo of a sleeping bag.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/841.jpeg,a photo of a bathtub.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/842.jpeg,a photo of a Groenendael dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/843.jpeg,a photo of a American Staffordshire Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/844.jpeg,a photo of a stethoscope.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/845.jpeg,a photo of a volcano.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/846.jpeg,a photo of a Petri dish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/847.jpeg,a photo of a digital clock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/848.jpeg,a photo of a car mirror.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/849.jpeg,a photo of a triceratops.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/850.jpeg,a photo of a gas mask or respirator.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/851.jpeg,a photo of a Leonberger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/852.jpeg,a photo of a zucchini.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/853.jpeg,a photo of a tray.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/854.jpeg,a photo of a crayfish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/855.jpeg,a photo of a butcher shop.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/856.jpeg,a photo of a common gallinule.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/857.jpeg,a photo of a steam locomotive.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/858.jpeg,a photo of a car mirror.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/859.jpeg,a photo of a oboe.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/860.jpeg,a photo of a dumbbell.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/861.jpeg,a photo of a goblet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/862.jpeg,a photo of a jeep.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/863.jpeg,a photo of a small white butterfly.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/864.jpeg,a photo of a cliff.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/865.jpeg,a photo of a salt shaker.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/866.jpeg,a photo of a split-rail fence.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/867.jpeg,a photo of a bookcase.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/868.jpeg,a photo of a limousine.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/869.jpeg,a photo of a suit.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/870.jpeg,a photo of a pool table.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/871.jpeg,a photo of a shipwreck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/872.jpeg,a photo of a cradle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/873.jpeg,a photo of a station wagon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/874.jpeg,a photo of a teddy bear.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/875.jpeg,a photo of a ice cream.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/876.jpeg,a photo of a forklift.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/877.jpeg,a photo of a hunting bow.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/878.jpeg,a photo of a crossword.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/879.jpeg,a photo of a Beagle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/880.jpeg,a photo of a remote control.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/881.jpeg,a photo of a vacuum cleaner.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/882.jpeg,a photo of a cello.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/883.jpeg,a photo of a breakwater.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/884.jpeg,a photo of a Toy Poodle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/885.jpeg,a photo of a ruler measuring stick.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/886.jpeg,a photo of a Basenji.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/887.jpeg,a photo of a tobacco shop.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/888.jpeg,a photo of a military uniform.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/889.jpeg,a photo of a Persian cat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/890.jpeg,a photo of a screwdriver.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/891.jpeg,a photo of a balaclava ski mask.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/892.jpeg,a photo of a dishcloth.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/893.jpeg,a photo of a Christmas stocking.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/894.jpeg,a photo of a maraca.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/895.jpeg,a photo of a Tibetan Mastiff.
